                                   Instance                                    |                                   Scp2804s@1                                   |                                     aecp@1                                     |                                     aoa@0                                      |                                    baron@0                                     |                                    dicopt@1                                    |                                     sbb@1                                      |
syn15m04h                    604   120   1114 max  4.937478e+03  4.937478e+03  |normal      4.937478e+03   -0.00  4.937478e+03    0.00   0.00    0.28        0  |normal      4.937479e+03    0.00  4.937478e+03    0.00   0.00    1.56       --  |normal      4.937478e+03    0.00  4.937478e+03    0.00   0.00    0.08       --  |normal      4.942421e+03    0.10  4.937478e+03   -0.00   0.10    1.56        7  |normal      4.937478e+03   -0.00  4.937478e+03    0.00   0.00    0.48       --  |normal      4.937478e+03   -0.00  4.937478e+03    0.00   0.00    0.32        6  |
syn15m04hfsg                 604   120   1114 max  4.937490e+03  4.937478e+03  |normal      4.937478e+03      --  4.937478e+03      --   0.00    0.30        0  |normal      4.937479e+03      --  4.937478e+03      --   0.00    1.53       --  |normal      4.937478e+03      --  4.937478e+03      --   0.00    0.08       --  |normal      4.942420e+03      --  4.937478e+03      --   0.10    0.93        3  |normal      4.937478e+03      --  4.937478e+03      --   0.00    0.37       --  |normal      4.937478e+03      --  4.937478e+03      --   0.00    0.30        6  |
syn15m04m                    340   120    806 max  4.937478e+03  4.937478e+03  |normal      4.937478e+03    0.00  4.937478e+03   -0.00   0.00    0.17        0  |normal      4.937479e+03    0.00  4.937478e+03   -0.00   0.00    1.60       --  |normal      4.937478e+03    0.00  4.937478e+03    0.00   0.00    0.13       --  |normal      4.942420e+03    0.10  4.937478e+03   -0.00   0.10    0.20        1  |normal      4.937478e+03    0.00  4.937478e+03   -0.00   0.00    0.30       --  |normal      4.942375e+03    0.10  4.937478e+03   -0.00   0.10   51.21    11880  |
syn20h                       151    20    233 max  9.242634e+02  9.242634e+02  |normal      9.242639e+02    0.00  9.242639e+02   -0.00   0.00    0.07        0  |normal      9.242646e+02    0.00  9.242634e+02   -0.00   0.00    0.48       --  |normal      9.242634e+02    0.00  9.242634e+02   -0.00   0.00    0.03       --  |normal      9.251886e+02    0.10  9.242634e+02   -0.00   0.10    0.17        1  |normal      9.242634e+02   -0.00  9.242634e+02    0.00   0.00    0.07       --  |normal      9.246844e+02    0.05  9.242634e+02   -0.00   0.05    0.17        3  |
syn20hfsg                    151    20    233 max  9.242633e+02  9.242633e+02  |normal      9.242640e+02    0.00  9.242640e+02   -0.00   0.00    0.07        0  |normal      9.242645e+02    0.00  9.242633e+02    0.00   0.00    0.47       --  |normal      9.242633e+02   -0.00  9.242633e+02    0.00   0.00    0.03       --  |normal      9.251885e+02    0.10  9.242633e+02    0.00   0.10    0.09        1  |normal      9.242633e+02   -0.00  9.242633e+02    0.00   0.00    0.07       --  |normal      9.246843e+02    0.05  9.242633e+02    0.00   0.05    0.19        3  |
syn20m                        65    20    113 max  9.242633e+02  9.242633e+02  |normal      9.242705e+02    0.00  9.242705e+02   -0.00   0.00    0.07        0  |normal      9.242645e+02    0.00  9.242633e+02    0.00   0.00    0.48       --  |normal      9.242633e+02    0.00  9.242633e+02   -0.00   0.00    0.02       --  |normal      9.251885e+02    0.10  9.242633e+02    0.00   0.10    0.05        1  |normal      9.242633e+02   -0.00  9.242633e+02    0.00   0.00    0.06       --  |normal      9.245228e+02    0.03  9.242633e+02    0.00   0.03    0.99      694  |
syn20m02h                    382    80    606 max  1.752133e+03  1.752133e+03  |normal      1.752133e+03   -0.00  1.752133e+03    0.00   0.00    0.14        0  |normal      1.752134e+03    0.00  1.752133e+03    0.00   0.00    0.89       --  |normal      1.752133e+03    0.00  1.752133e+03    0.00   0.00    0.06       --  |normal      1.753887e+03    0.10  1.752133e+03    0.00   0.10    0.37        1  |normal      1.752133e+03   -0.00  1.752133e+03    0.00   0.00    0.35       --  |normal      1.752133e+03    0.00  1.752133e+03   -0.00   0.00    0.32        8  |
syn20m02hfsg                 382    80    606 max  1.752147e+03  1.752133e+03  |normal      1.752133e+03      --  1.752133e+03      --   0.00    0.14        0  |normal      1.752133e+03      --  1.752133e+03      --   0.00    0.95       --  |normal      1.752133e+03      --  1.752133e+03      --   0.00    0.06       --  |normal      1.753887e+03      --  1.752133e+03      --   0.10    0.51        3  |normal      1.752133e+03      --  1.752133e+03      --   0.00    0.24       --  |normal      1.752275e+03      --  1.752133e+03      --   0.01    0.35       23  |
syn20m02m                    210    80    406 max  1.752133e+03  1.752133e+03  |normal      1.752135e+03    0.00  1.752135e+03   -0.00   0.00    0.11        0  |normal      1.752133e+03    0.00  1.752133e+03    0.00   0.00    0.82       --  |normal      1.752133e+03    0.00  1.752133e+03    0.00   0.00    0.05       --  |normal      1.753887e+03    0.10  1.752133e+03    0.00   0.10    0.11        1  |normal      1.752133e+03   -0.00  1.752133e+03    0.00   0.00    0.26       --  |normal      1.753879e+03    0.10  1.752133e+03    0.00   0.10  209.66    81666  |
syn20m03h                    573   120    999 max  2.646951e+03  2.646951e+03  |normal      2.646951e+03    0.00  2.646951e+03   -0.00   0.00    0.28        0  |normal      2.646952e+03    0.00  2.646951e+03   -0.00   0.00    1.38       --  |normal      2.646951e+03    0.00  2.646951e+03    0.00   0.00    0.10       --  |normal      2.649601e+03    0.10  2.646951e+03   -0.00   0.10    0.66        1  |normal      2.646951e+03    0.00  2.646951e+03   -0.00   0.00    0.55       --  |normal      2.647282e+03    0.01  2.646951e+03   -0.00   0.01    0.48       14  |
syn20m03hfsg                 573   120    999 max  2.646965e+03  2.646951e+03  |normal      2.646951e+03      --  2.646951e+03      --   0.00    0.28        0  |normal      2.646952e+03      --  2.646951e+03      --   0.00    1.64       --  |normal      2.646951e+03      --  2.646951e+03      --   0.00    0.12       --  |normal      2.649601e+03      --  2.646951e+03      --   0.10    3.92        3  |normal      2.646951e+03      --  2.646951e+03      --   0.00    0.52       --  |normal      2.648930e+03      --  2.646951e+03      --   0.07    0.56       24  |
syn20m03m                    315   120    699 max  2.646951e+03  2.646951e+03  |normal      2.646952e+03    0.00  2.646952e+03   -0.00   0.00    0.17        0  |normal      2.646952e+03    0.00  2.646951e+03    0.00   0.00    1.32       --  |normal      2.646951e+03    0.00  2.646951e+03    0.00   0.00    0.10       --  |normal      2.647145e+03    0.01  2.646951e+03   -0.00   0.01    0.79        8  |normal      2.645216e+03   -0.07  2.645216e+03    0.07   0.00    0.47       --  |--                    --     inf            --     inf     --      --       -- !|
syn20m04h                    764   160   1452 max  3.532744e+03  3.532744e+03  |normal      3.532744e+03    0.00  3.532744e+03   -0.00   0.00    0.43        0  |normal      3.532745e+03    0.00  3.532744e+03   -0.00   0.00    2.15       --  |normal      3.532744e+03    0.00  3.532744e+03    0.00   0.00    0.20       --  |normal      3.536281e+03    0.10  3.532744e+03   -0.00   0.10    0.95        1  |normal      3.532744e+03    0.00  3.532744e+03   -0.00   0.00    0.88       --  |normal      3.534244e+03    0.04  3.532744e+03   -0.00   0.04    0.80       17  |
syn20m04hfsg                 764   160   1452 max  3.532939e+03  3.532744e+03  |normal      3.532744e+03      --  3.532744e+03      --   0.00    0.45        0  |normal      3.532745e+03      --  3.532744e+03      --   0.00    2.20       --  |normal      3.532744e+03      --  3.532744e+03      --   0.00    0.17       --  |normal      3.536280e+03      --  3.532744e+03      --   0.10    1.63        3  |normal      3.532744e+03      --  3.532744e+03      --   0.00    0.70       --  |normal      3.533723e+03      --  3.532744e+03      --   0.03    0.69       27  |
syn20m04m                    420   160   1052 max  3.532744e+03  3.532744e+03  |normal      3.532745e+03    0.00  3.532745e+03   -0.00   0.00    0.26        0  |normal      3.532745e+03    0.00  3.532744e+03   -0.00   0.00    1.93       --  |normal      3.532744e+03    0.00  3.532744e+03    0.00   0.00    0.19       --  |normal      3.536280e+03    0.10  3.532744e+03   -0.00   0.10    0.39        1  |normal      3.531009e+03   -0.05  3.531009e+03    0.05   0.00    0.74       --  |timelim     5.551944e+03   57.16  3.450019e+03    2.40  60.93  961.40   113125  |
syn30h                       228    30    345 max  1.381598e+02  1.381598e+02  |normal      1.384918e+02    0.24  1.381603e+02   -0.00   0.24    0.14       16  |normal      1.381602e+02    0.00  1.381598e+02    0.00   0.00    1.28       --  |normal      1.381598e+02   -0.00  1.381598e+02    0.00   0.00    0.06       --  |normal      1.382981e+02    0.10  1.381598e+02   -0.00   0.10    0.51        7  |normal      1.381598e+02   -0.00  1.381598e+02    0.00   0.00    0.20       --  |normal      1.381598e+02    0.00  1.381598e+02   -0.00   0.00    0.22        6  |
syn30hfsg                    228    30    345 max  1.381598e+02  1.381596e+02  |normal      1.381600e+02      --  1.381600e+02      --   0.00    0.11        0  |normal      1.381600e+02      --  1.381596e+02      --   0.00    1.23       --  |normal      1.381596e+02      --  1.381596e+02      --   0.00    0.05       --  |normal      1.382979e+02      --  1.381596e+02      --   0.10    0.46        5  |normal      1.381596e+02      --  1.381596e+02      --   0.00    0.15       --  |normal      1.381596e+02      --  1.381596e+02      --   0.00    0.23       17  |
syn30m                       100    30    167 max  1.381596e+02  1.381596e+02  |normal      1.381608e+02    0.00  1.381608e+02   -0.00   0.00    0.11        8  |normal      1.381600e+02    0.00  1.381596e+02    0.00   0.00    1.15       --  |normal      1.381596e+02   -0.00  1.381596e+02    0.00   0.00    0.04       --  |normal      1.382979e+02    0.10  1.381596e+02    0.00   0.10    0.22        5  |normal      1.381596e+02    0.00  1.381596e+02   -0.00   0.00    0.17       --  |normal      1.382641e+02    0.08  1.381596e+02    0.00   0.08  313.41   170477  |
syn30m02h                    576   120    900 max  3.996836e+02  3.996836e+02  |normal      3.996846e+02    0.00  3.996846e+02   -0.00   0.00    0.29        2  |normal      3.996844e+02    0.00  3.996836e+02   -0.00   0.00    2.65       --  |normal      3.996836e+02    0.00  3.996836e+02   -0.00   0.00    0.18       --  |normal      4.000837e+02    0.10  3.996836e+02   -0.00   0.10    1.53        3  |normal      3.996836e+02    0.00  3.996836e+02   -0.00   0.00    0.31       --  |normal      3.997916e+02    0.03  3.996836e+02   -0.00   0.03    0.38        9  |
syn30m02hfsg                 576   120    900 max  3.996831e+02  3.996831e+02  |normal      3.996843e+02    0.00  3.996843e+02   -0.00   0.00    0.28        0  |normal      3.996839e+02    0.00  3.996831e+02    0.00   0.00    2.56       --  |normal      3.996831e+02   -0.00  3.996831e+02    0.00   0.00    0.13       --  |normal      4.000832e+02    0.10  3.996831e+02    0.00   0.10    0.62        1  |normal      3.996831e+02   -0.00  3.996831e+02    0.00   0.00    0.24       --  |normal      3.997925e+02    0.03  3.996831e+02    0.00   0.03    0.30       12  |
syn30m02m                    320   120    604 max  3.996842e+02  3.996831e+02  |normal      3.996958e+02      --  3.996958e+02      --   0.00    0.19        0  |normal      3.996839e+02      --  3.996831e+02      --   0.00    2.37       --  |normal      3.996831e+02      --  3.996831e+02      --   0.00    0.12       --  |normal      4.000832e+02      --  3.996831e+02      --   0.10    0.85        7  |normal      3.996831e+02      --  3.996831e+02      --   0.00    0.46       --  |--                    --      --            --      --     --      --       -- !|
syn30m03h                    864   180   1485 max  6.541549e+02  6.541549e+02  |normal      6.541578e+02    0.00  6.541578e+02   -0.00   0.00    0.50        0  |normal      6.541566e+02    0.00  6.541549e+02   -0.00   0.00    5.77       --  |normal      6.541549e+02    0.00  6.541549e+02   -0.00   0.00    0.41       --  |normal      6.548097e+02    0.10  6.541549e+02   -0.00   0.10    4.66        7  |normal      6.541549e+02    0.00  6.541549e+02   -0.00   0.00    0.63       --  |normal      6.542629e+02    0.02  6.541549e+02   -0.00   0.02    1.08       15  |
syn30m03hfsg                 864   180   1485 max  6.541632e+02  6.541542e+02  |normal      6.541580e+02      --  6.541580e+02      --   0.00    0.49        0  |normal      6.541559e+02      --  6.541542e+02      --   0.00    5.41       --  |normal      6.541542e+02      --  6.541542e+02      --   0.00    0.42       --  |normal      6.548090e+02      --  6.541542e+02      --   0.10    1.60        1  |normal      6.541542e+02      --  6.541542e+02      --   0.00    0.55       --  |normal      6.542635e+02      --  6.541542e+02      --   0.02    0.68       23  |
syn30m03m                    480   180   1041 max  6.541552e+02  6.541542e+02  |normal      6.541602e+02      --  6.541602e+02      --   0.00    0.42       60  |normal      6.541559e+02      --  6.541542e+02      --   0.00    4.93       --  |normal      6.541542e+02      --  6.541542e+02      --   0.00    0.24       --  |normal      6.548090e+02      --  6.541542e+02      --   0.10    1.72        7  |normal      6.541542e+02      --  6.541542e+02      --   0.00    0.73       --  |timelim     3.940934e+03      --  6.142029e+02      -- 541.63  966.06    93202  |
syn30m04h                   1152   240   2160 max  8.657229e+02  8.657229e+02  |normal      8.657360e+02    0.00  8.657360e+02   -0.00   0.00    0.85        0  |normal      8.657249e+02    0.00  8.657229e+02    0.00   0.00   10.60       --  |normal      8.657229e+02   -0.00  8.657229e+02    0.00   0.00    0.82       --  |normal      8.665895e+02    0.10  8.657229e+02    0.00   0.10    9.89        9  |normal      8.657229e+02   -0.00  8.657229e+02    0.00   0.00    0.98       --  |normal      8.665539e+02    0.10  8.657230e+02   -0.00   0.10    2.99       30  |
syn30m04hfsg                1152   240   2160 max  8.658086e+02  8.657220e+02  |normal      8.657242e+02      --  8.657242e+02      --   0.00    0.89        3  |normal      8.657239e+02      --  8.657220e+02      --   0.00    9.87       --  |normal      8.657220e+02      --  8.657220e+02      --   0.00    0.83       --  |normal      8.665886e+02      --  8.657220e+02      --   0.10    6.10        3  |normal      8.657220e+02      --  8.657220e+02      --   0.00    1.21       --  |normal      8.665530e+02      --  8.657220e+02      --   0.10    1.68       49  |
syn30m04m                    640   240   1568 max  8.657236e+02  8.657220e+02  |normal      8.657240e+02      --  8.657240e+02      --   0.00    1.08      318  |normal      8.657239e+02      --  8.657220e+02      --   0.00    9.53       --  |normal      8.657220e+02      --  8.657220e+02      --   0.00    0.40       --  |normal      8.665886e+02      --  8.657220e+02      --   0.10    2.51        3  |normal      8.657220e+02      --  8.657220e+02      --   0.00    1.23       --  |timelim     5.629996e+03      --  7.945994e+02      -- 608.53  933.58    52901  |
syn40h                       302    40    466 max  6.771339e+01  6.771339e+01  |normal      6.771449e+01    0.00  6.771449e+01   -0.00   0.00    0.20        6  |normal      6.771367e+01    0.00  6.771339e+01   -0.00   0.00    1.65       --  |normal      6.771339e+01    0.00  6.771339e+01   -0.00   0.00    0.09       --  |normal      6.778117e+01    0.10  6.771339e+01   -0.00   0.10    1.13        9  |normal      6.771339e+01    0.00  6.771339e+01   -0.00   0.00    0.24       --  |normal      6.771340e+01    0.00  6.771340e+01   -0.00   0.00    0.29       11  |
